GEOID,statename,place,type,restrict_sf_permit,restrict_mf_permit,limit_sf_units,limit_mf_units,limit_mf_dwellings,limit_mf_dwelling_units,min_lot_size,open_space,inclusionary,half_acre_less,half_acre_more,one_acre_more,two_acre_more,max_den_cat1,max_den_cat2,max_den_cat3,max_den_cat4,max_den_cat5,council_nz,planning_nz,countybrd_nz,pubhlth_nz,site_plan_nz,env_rev_nz,council_rz,planning_rz,zoning_rz,countybrd_rz,countyzone_rz,townmeet_rz,env_rev_rz,total_nz,total_rz,adu,height_ft_median,height_ft_mode,height_st_median,height_st_mode,parking_median,parking_mode,mf_per,maxden5,maxden4,maxden3,maxden2,maxden1,sindex1,sindex2,sindex3,sindex4,sindex5,sindex6,sindex7,sindex8,height_st_median_sc,height_st_mode_sc,sindex9,sindex10,sindex11,sindex9_st,sindex10_st,zri,Geography,Geographic Area Name_x,Owner-occupied housing units with a mortgage,Mortgage Value Median (dollars),Only Second mortgage,Only Home equity loan,Both second mortgage and home equity loan,No second mortgage and no home equity loan,Home equity loan without a primary mortgage,"HOUSEHOLD INCOME Less than $10,000","HOUSEHOLD INCOME $10,000 to $24,999","HOUSEHOLD INCOME $25,000 to $34,999","HOUSEHOLD INCOME $35,000 to $49,999","HOUSEHOLD INCOME $50,000 to $74,999","HOUSEHOLD INCOME $75,000 to $99,999","HOUSEHOLD INCOME $100,000 to $149,999","HOUSEHOLD INCOME $150,000 or more",Median household income (dollars),Median Monthly Household Costs (dollars),Median Real Estate Taxes (dollars),Median Gross Rent Total,Median Gross Rent Total No bedroom,Median Gross Rent Total 1 bedroom,Median Gross Rent Total 2 bedroom,Median Gross Rent Total 3 bedroom,City Name,city,county_name,lat,lng,population,density
4269000,PA,Scranton,City,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,35,35,3.5,3.5,2,1,0.5,0,0,1,0,0,0,1,2,2,2,3,0,1,49,49,35,2,0.5,0.049086297,0.164805906,1.367610217,1600000US4269000,"Scranton city, Pennsylvania",7793,136000,95,862,8,6483,345,203,380,396,785,1471,1113,1859,1586,87884,1338,2900,933,832,783,900,1104,Scranton,Scranton,Lackawanna,41.4044,-75.6649,366334,1161.3
4269216,PA,Selinsgrove,Borough,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,40,40,2.75,3,2,1,0.2,1,0,0,0,0,0,0,1,2,3,1,0,0,38.5,42,40,2,0.2,0.445666498,0.164805906,1.305636202,1600000US4269216,"Selinsgrove borough, Pennsylvania",439,187500,0,24,0,393,22,0,4,12,44,94,48,177,60,101151,1275,1745,910,,719,968,871,Selinsgrove,Selinsgrove,Snyder,40.8003,-76.8646,5710,1204.6
4269376,PA,Sewickley,Borough,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,55,55,,,1.25,1,0.333333333,0,1,0,0,0,0,1,1,2,3,2,0,1,,,55,1.25,0.333333333,1.635407102,-0.620620992,1.476116591,1600000US4269376,"Sewickley borough, Pennsylvania",662,580600,7,65,0,547,43,9,9,32,8,43,99,61,401,188750,3239,10000,968,,837,1171,896,Sewickley,,,,,,
4269720,PA,Sharon,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,,,,,1.5,1,0.8,0,1,0,0,0,0,1,1,2,2,2,0,0,,,,1.5,0.8,,-0.358812026,1.320501525,1600000US4269720,"Sharon city, Pennsylvania",1749,77800,91,114,0,1498,46,19,107,150,198,380,225,486,184,77228,1006,2000,684,602,504,693,969,Sharon,Sharon,Mercer,41.234,-80.4998,13143,1345.3
4271184,PA,SlipperyRock,Borough,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,37.5,35,3,3,2,2,0.428571429,0,0,0,1,0,0,1,4,2,2,4,0,0,42,42,37.5,2,0.428571429,0.247376397,0.164805906,1.806920003,1600000US4271184,"Slippery Rock borough, Pennsylvania",242,231300,0,22,0,220,0,0,0,6,0,7,63,94,72,115878,1708,4017,909,,,937,924,Slippery Rock,Slippery Rock,Butler,41.0695,-80.058,3367,790.1
4273888,PA,Steelton,Borough,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,35,35,3,3,1.25,1,0.2,0,1,0,0,0,0,1,3,2,3,2,0,0,42,42,35,1.25,0.2,0.049086297,-0.620620992,2.260518777,1600000US4273888,"Steelton borough, Pennsylvania",634,129000,2,26,9,572,25,7,70,51,76,137,168,61,64,66471,1304,2435,1026,,918,939,1186,Steelton,Steelton,Dauphin,40.2258,-76.8253,6243,1271.7
4274888,PA,Stroudsburg,Borough,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,36,35,3,4,2.5,10,0.333333333,1,0,0,0,0,0,0,1,2,3,1,0,0,42,56,36,2.5,0.333333333,0.128402337,0.688423838,1.305636202,1600000US4274888,"Stroudsburg borough, Pennsylvania",654,177200,0,10,0,634,10,0,0,32,153,85,171,157,56,82298,1844,4306,1392,930,1218,1602,1728,Stroudsburg,Stroudsburg,Monroe,40.9838,-75.1972,5897,1320.2
4275000,PA,Sugarcreek,Borough,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,3,0,18.5,25,,,4.5,4,0.5,0,0,0,1,0,0,0,4,1,3,4,0,0,,,18.5,4.5,0.5,-1.259628368,2.782895566,1.051121125,1600000US4275000,"Sugarcreek borough, Pennsylvania",629,114800,0,104,0,428,97,0,72,23,43,161,116,132,82,76292,934,1217,736,,,833,1063,Sugarcreek,Sugarcreek,Venango,41.438,-79.8183,4785,49.2
4275248,PA,SummitHill,Borough,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,25,20,1.75,2,2,2,0.333333333,0,0,1,0,0,0,0,3,2,3,3,0,0,24.5,28,25,2,0.333333333,-0.744074106,0.164805906,1.399853587,1600000US4275248,"Summit Hill borough, Pennsylvania",621,98500,0,12,0,597,12,0,35,97,6,77,265,80,61,97551,1188,2022,1025,,,774,,Summit Hill,Summit Hill,Carbon,40.8249,-75.8464,3117,138.5
4275304,PA,Sunbury,City,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,25,15,1,1,1,1,0,0,1,0,0,0,0,0,1,2,3,2,0,0,14,14,25,1,0,-0.744074106,-0.882429958,0.960543801,1600000US4275304,"Sunbury city, Pennsylvania",1328,100300,48,110,0,1108,62,49,134,85,199,358,250,192,61,61223,979,1539,712,498,551,688,944,Sunbury,Sunbury,Northumberland,40.8616,-76.7871,9680,1862.6
4275648,PA,Swarthmore,Borough,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,35,35,3,5,1.25,1,0.4,1,0,0,0,0,0,1,1,2,3,1,0,0,42,70,35,1.25,0.4,0.049086297,-0.620620992,1.821208991,1600000US4275648,"Swarthmore borough, Pennsylvania",783,568600,0,118,0,648,17,0,14,0,15,0,14,184,556,242981,3504,10000,1376,,983,1522,,Swarthmore,Swarthmore,Delaware,39.9023,-75.3488,6507,1794.7
4275816,PA,Swissvale,Borough,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,25,25,,,1,1,0.142857143,1,0,0,0,0,0,1,1,2,3,1,0,0,,,25,1,0.142857143,-0.744074106,-0.882429958,1.821208991,1600000US4275816,"Swissvale borough, Pennsylvania",1411,138900,7,122,0,1253,29,37,51,54,121,280,131,450,287,107765,1213,2526,1025,697,768,1048,1212,Swissvale,Swissvale,Allegheny,40.4206,-79.8859,8588,2748.3
4276032,PA,Tamaqua,Borough,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,35,35,3,3,2,1,0.25,0,1,0,0,0,0,1,4,2,3,2,0,0,42,42,35,2,0.25,0.049086297,0.164805906,2.65271987,1600000US4276032,"Tamaqua borough, Pennsylvania",778,108500,0,40,0,628,110,6,48,91,64,196,89,177,107,74444,1085,2072,806,,644,596,1094,Tamaqua,Tamaqua,Schuylkill,40.8033,-75.9344,6911,279
4276104,PA,Tarentum,Borough,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,2,0,32,16,2.75,3,2,1,0,0,0,1,0,0,0,1,2,1,2,3,0,0,38.5,42,32,2,0,-0.188861824,0.164805906,0.971769062,1600000US4276104,"Tarentum borough, Pennsylvania",658,74600,18,72,0,493,75,61,0,43,179,116,139,100,20,61563,958,1909,754,,628,1071,1282,Tarentum,Tarentum,Allegheny,40.6043,-79.7602,4328,1358.6
4276184,PA,Taylor,Borough,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,35,35,2.5,2,2,1,0,1,0,0,0,0,0,1,3,2,3,1,0,0,35,28,35,2,0,0.049086297,0.164805906,2.605611177,1600000US4276184,"Taylor borough, Pennsylvania",579,166000,52,102,14,411,0,0,28,79,16,144,72,121,119,82344,1499,2785,951,,784,912,1173,Taylor,Taylor,Lackawanna,41.3958,-75.7147,6274,465.7
4281832,PA,Waynesburg,Borough,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,62,62,3,3,1,1,0.8,0,1,0,0,0,0,0,1,0,2,2,0,1,42,42,62,1,0.8,2.190619383,-0.882429958,0.013246425,1600000US4281832,"Waynesburg borough, Pennsylvania",519,150500,0,33,0,477,9,8,13,9,90,86,118,168,27,79055,1129,1955,808,,617,931,823,Waynesburg,Waynesburg,Greene,39.8983,-80.1855,3954,1895.8
4283136,PA,WestHazleton,Borough,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,2,2,0,35,30,2.5,2.5,1,1,0.333333333,0,1,0,0,0,0,0,1,2,2,2,0,0,35,35,35,1,0.333333333,0.049086297,-0.882429958,0.804928735,1600000US4283136,"West Hazleton borough, Pennsylvania",523,101500,0,45,0,424,54,33,88,0,82,90,56,145,29,54683,1182,1439,978,,622,900,1115,West Hazleton,West Hazleton,Luzerne,40.9701,-76.0142,5130,1254.7
4283856,PA,WestPittston,Borough,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,12.5,15,2.5,3,2,1,0.375,1,0,0,0,0,0,0,1,2,3,1,0,0,35,42,12.5,2,0.375,-1.735524609,0.164805906,1.305636202,1600000US4283856,"West Pittston borough, Pennsylvania",645,156300,0,54,12,579,0,0,33,0,25,229,157,99,102,82292,1334,3066,775,,709,927,809,West Pittston,West Pittston,Luzerne,41.3296,-75.8,4664,2197.2
4284272,PA,WestWyoming,Borough,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,32.5,35,2,2,2,2,0.5,1,0,0,0,0,0,0,1,2,2,1,0,0,28,28,32.5,2,0.5,-0.149203804,0.164805906,1.150021136,1600000US4284272,"West Wyoming borough, Pennsylvania",523,170600,10,32,0,434,47,3,38,0,34,99,78,164,107,103819,1345,2810,788,,,738,772,West Wyoming,West Wyoming,Luzerne,41.3216,-75.8578,2640,284.1
4284704,PA,WhiteOak,Borough,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,3,0,35,35,3,3,2,1.5,0.5,1,0,0,0,0,0,0,1,1,3,1,0,0,42,42,35,2,0.5,0.049086297,0.164805906,0.909795046,1600000US4284704,"White Oak borough, Pennsylvania",1384,123800,0,144,0,1089,151,52,17,99,217,127,202,408,262,98281,1194,2278,953,,583,964,1124,White Oak,White Oak,Allegheny,40.3415,-79.8008,7585,442.4
4285152,PA,WilkesBarre,City,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,3,0,15,10,5,5,2,2,0.666666667,0,1,0,0,0,0,0,1,1,3,2,0,0,70,70,15,2,0.666666667,-1.537234509,0.164805906,0.564702646,1600000US4285152,"Wilkes-Barre city, Pennsylvania",3870,108500,62,429,10,3266,103,127,192,214,501,629,823,846,538,79843,1162,2258,897,431,694,912,1085,Wilkes-Barre,Wilkes-Barre,Luzerne,41.2469,-75.876,44123,2487.6
4285592,PA,Wilson,Borough,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,12,10,2,2,1.25,1,0,1,0,0,0,0,0,1,1,2,3,1,0,1,28,28,12,1.25,0,-1.775182629,-0.620620992,1.821208991,1600000US4285592,"Wilson borough, Pennsylvania",1424,170700,0,119,0,1250,55,9,70,31,84,203,334,487,206,96481,1411,3056,1228,1256,1018,1231,1559,Wilson,Wilson,Northampton,40.6844,-75.2407,8208,2743.1
4286528,PA,Wormleysburg,Borough,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,25,25,2.5,1,2,2,0.5,0,1,0,0,0,0,1,1,2,3,2,0,1,35,14,25,2,0.5,-0.744074106,0.164805906,1.476116591,1600000US4286528,"Wormleysburg borough, Pennsylvania",504,212000,0,39,0,436,29,6,27,8,16,61,61,259,66,114439,1566,2850,1197,,1179,1188,1597,Wormleysburg,Wormleysburg,Cumberland,40.2604,-76.9094,3060,1521.4
4414140,RI,CentralFalls,City,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,32.5,20,2,2,,,0.4,1,0,0,0,0,0,0,1,2,2,1,1,0,28,28,32.5,,0.4,-0.149203804,,1.625432516,1600000US4414140,"Central Falls city, Rhode Island",1179,237900,11,60,0,1084,24,0,141,14,210,228,181,319,86,74583,1736,3609,1052,811,596,1060,1167,Central Falls,Central Falls,Providence,41.8901,-71.3934,22359,7230.2
4422960,RI,EastProvidence,City,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,3,3,0,20,20,4,5,1.33,1,0.307692308,0,0,1,0,0,0,1,1,3,3,3,1,0,56,70,20,1.33,0.307692308,-1.140654307,-0.536842123,2.002276726,1600000US4422960,"East Providence city, Rhode Island",7983,296100,303,1088,116,6304,172,33,280,256,549,1284,919,2177,2485,113926,1940,4400,1186,884,920,1363,1559,East Providence,East Providence,Providence,41.8065,-71.3565,47012,1366.4
4449960,RI,Newport,City,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,3,1,42.5,45,1,1,2,2,0.166666667,1,0,0,0,0,0,1,4,1,3,1,0,1,14,14,42.5,2,0.166666667,0.643956598,0.164805906,2.601971115,1600000US4449960,"Newport city, Rhode Island",3180,621400,54,403,21,2626,76,38,70,173,200,254,319,620,1506,137625,2692,5114,1527,1336,971,1641,1946,Newport,Newport,Newport,41.4801,-71.3203,25087,1265.2
4459000,RI,Providence,City,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,2,3,1,82.5,75,3,3,2,1,0.384615385,1,0,0,0,0,0,1,1,2,3,1,1,1,42,42,82.5,2,0.384615385,3.816598209,0.164805906,2.296620371,1600000US4459000,"Providence city, Rhode Island",20315,290700,313,1776,50,17468,708,456,916,1337,1053,3363,2997,4331,5862,100299,1897,4299,1214,950,972,1205,1435,Providence,Providence,Providence,41.823,-71.4187,1290271,3979.7
4474300,RI,Warwick,City,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,35,35,1,1,2,2,0.166666667,0,0,1,0,0,0,1,4,2,2,3,0,1,14,14,35,2,0.166666667,0.049086297,0.164805906,2.152012404,1600000US4474300,"Warwick city, Rhode Island",18293,296100,508,2313,18,14895,559,167,665,513,1174,2812,3112,5001,4849,107595,1960,4494,1295,931,1032,1551,1472,Warwick,Warwick,Kent,41.7062,-71.4334,82783,913.2
4500550,SC,Aiken,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,3,3,1,35,35,2,2,1.5,1.5,0.347826087,0,1,0,0,0,0,1,1,3,3,2,0,1,28,28,35,1.5,0.347826087,0.049086297,-0.358812026,1.871957746,1600000US4500550,"Aiken city, South Carolina",5130,222800,56,391,19,4586,78,150,266,420,296,858,735,910,1495,90109,1331,1087,1093,,957,1040,1215,Aiken,Aiken,Aiken,33.5303,-81.7271,32014,576.2
4504300,SC,BatesburgLeesville,Town,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,35,35,,,2,2,0.333333333,1,0,0,0,0,0,0,1,2,3,1,1,0,,,35,2,0.333333333,0.049086297,0.164805906,1.781047582,1600000US4504300,"Batesburg-Leesville town, South Carolina",722,153900,0,47,0,665,10,0,19,100,87,37,248,86,145,91548,1088,920,820,323,,823,999,Batesburg-Leesville,Batesburg-Leesville,Lexington,33.9126,-81.5313,5004,235.7
4504690,SC,Beaufort,City,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,3,3,1,12.5,10,3,2,2,2,0.125,0,1,0,0,0,0,1,3,3,3,2,1,1,42,28,12.5,2,0.125,-1.735524609,0.164805906,3.131771312,1600000US4504690,"Beaufort city, South Carolina",1758,339600,0,150,10,1597,1,53,52,84,62,215,201,502,589,121439,1761,1772,1016,1042,577,992,1424,Beaufort,Beaufort,Beaufort,32.4597,-80.7235,13582,214.6
4513330,SC,Charleston,City,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,3,3,1,45,50,4,4,1.75,1,0.24,1,0,0,0,0,0,1,4,3,3,1,1,1,56,56,45,1.75,0.24,0.842246699,-0.09700306,3.869064806,1600000US4513330,"Charleston city, South Carolina",25119,435200,433,2651,17,21549,469,738,664,512,1310,2191,3234,5719,10751,132456,2132,2013,1517,1557,1347,1579,1969,Charleston,Charleston,Charleston,32.8168,-79.9687,706884,503.3
4513600,SC,Cheraw,Town,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,,,35,50,2,1,0.5,0,0,0,1,0,0,0,1,2,3,4,0,1,490,700,,2,0.5,,0.164805906,0.270359001,1600000US4513600,"Cheraw town, South Carolina",473,157600,11,70,0,378,14,0,9,17,67,57,79,161,83,110625,1124,789,819,,210,790,1292,Cheraw,Cheraw,Chesterfield,34.6956,-79.9084,5056,327.9
4515295,SC,Clinton,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,3,2,0,42.5,35,,,2,1,0.5,0,1,0,0,0,0,1,1,3,2,2,0,0,,,42.5,2,0.5,0.643956598,0.164805906,1.71634268,1600000US4515295,"Clinton city, South Carolina",576,160200,7,167,0,398,4,8,24,43,158,146,49,90,58,59397,1061,1067,829,,523,841,899,Clinton,Clinton,Laurens,34.4781,-81.8638,7624,283.5
4516000,SC,Columbia,City,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,45,40,,,1,1,0.411764706,1,0,0,0,0,0,0,2,2,3,1,0,0,,,45,1,0.411764706,0.842246699,-0.882429958,1.697837295,1600000US4516000,"Columbia city, South Carolina",16226,236500,193,1350,47,14405,231,294,804,756,1255,3126,2273,3242,4476,94964,1492,1667,1105,809,933,1124,1278,Columbia,Columbia,Richland,34.0378,-80.9036,604065,383.1
4528870,SC,Georgetown,City,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,27.5,35,,,6,6,0.571428571,0,1,0,0,0,0,1,4,2,3,2,1,1,,,27.5,6,0.571428571,-0.545784005,4.353749362,3.12813125,1600000US4528870,"Georgetown city, South Carolina",1111,179900,0,53,0,1058,0,97,127,104,20,330,78,91,264,60786,1336,1122,801,,607,802,914,Georgetown,Georgetown,Georgetown,33.3594,-79.2958,8465,467.4
4529815,SC,GooseCreek,City,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,,,,,3,5,0.666666667,0,0,0,1,0,0,0,4,0,2,4,1,0,,,,3,0.666666667,,1.21204177,0.975076283,1600000US4529815,"Goose Creek city, South Carolina",8599,249800,100,288,0,8135,76,106,165,271,455,1620,1763,2669,1550,94961,1496,1374,1507,1203,1338,1405,1636,Goose Creek,Goose Creek,Berkeley,32.9927,-80.0055,45858,418.1
4530985,SC,Greer,City,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,45,45,,,2,2,0.166666667,0,1,0,0,0,0,1,2,2,3,2,0,1,,,45,2,0.166666667,0.842246699,0.164805906,1.868317684,1600000US4530985,"Greer city, South Carolina",7207,247700,74,263,26,6800,44,285,215,327,518,1331,1173,1630,1728,96391,1439,1779,1060,,623,1065,1197,Greer,Greer,Greenville,34.933,-82.2313,37010,609.7
4532065,SC,Hanahan,City,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,35,35,3,3,1,1,0.375,1,0,0,0,0,0,0,3,2,3,1,0,1,42,42,35,1,0.375,0.049086297,-0.882429958,2.090038388,1600000US4532065,"Hanahan city, South Carolina",3382,343700,69,195,46,2920,152,81,90,52,138,405,631,1134,851,112903,1890,1626,1290,1121,1066,1186,1662,Hanahan,Hanahan,Berkeley,32.9302,-80.0027,20731,761
4534045,SC,HiltonHeadIsland,Town,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,3,3,0,53,70,,,0.4,0.1,0.388888889,1,0,0,0,0,0,1,4,3,3,1,1,0,,,53,0.4,0.388888889,1.476775021,-1.510771477,3.869064806,1600000US4534045,"Hilton Head Island town, South Carolina",7101,580500,128,661,29,6118,165,146,253,229,401,780,1119,1316,2857,121503,2477,2745,1563,1596,1476,1483,1610,Hilton Head Island,Hilton Head Island,Beaufort,32.1896,-80.7499,37708,352.1
4536115,SC,IsleofPalms,City,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,29,20,,,2,2,0.25,0,0,1,0,0,0,0,1,2,2,3,0,0,,,29,2,0.25,-0.426809945,0.164805906,0.459836335,1600000US4536115,"Isle of Palms city, South Carolina",1113,930700,7,223,0,863,20,44,2,58,11,65,102,196,635,211750,3359,3097,3103,,,1891,3232,Isle of Palms,Isle of Palms,Charleston,32.8043,-79.7552,4347,378.4
4539310,SC,Lake,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,45,45,,,2,2,1,0,0,1,0,0,0,1,1,2,2,3,0,1,,,45,2,1,0.842246699,0.164805906,0.975409124,1600000US4539310,"Lake City city, South Carolina",539,150700,8,0,0,531,0,58,26,43,108,92,75,95,42,60875,1095,589,683,578,325,692,908,Lake City,Lake City,Florence,33.8676,-79.7534,6080,430.9
4541335,SC,Lexington,Town,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,,,,,1,1,0.4,0,0,1,0,0,0,0,1,2,3,3,1,0,,,,1,0.4,,-0.882429958,1.090862781,1600000US4541335,"Lexington town, South Carolina",4594,236800,66,226,18,4237,47,28,285,175,259,985,588,1284,990,96548,1480,1479,1270,1000,1313,1240,1527,Lexington,Lexington,Lexington,33.989,-81.2202,23665,763.3
4541380,SC,Liberty,City,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,3,2,0,25,15,,,2,2,0.636363636,0,1,0,0,0,0,0,1,3,2,2,0,0,,,25,2,0.636363636,-0.744074106,0.164805906,1.200769891,1600000US4541380,"Liberty city, South Carolina",554,172100,2,47,0,498,7,30,28,105,34,141,98,95,23,63889,995,571,809,,,622,1106,Liberty,Liberty,Pickens,34.7904,-82.6961,3329,283.9
4545115,SC,Mauldin,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,30,25,2,2,2,1,0.333333333,0,1,0,0,0,0,1,1,2,3,2,0,1,28,28,30,2,0.333333333,-0.347493905,0.164805906,1.476116591,1600000US4545115,"Mauldin city, South Carolina",4857,224000,30,501,0,4010,316,99,233,213,532,909,673,1273,925,88158,1307,1296,1342,893,1212,1293,1521,Mauldin,Mauldin,Greenville,34.7821,-82.3032,168313,808.4
4549075,SC,MyrtleBeach,City,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,35,10,1,1,2,1,0.666666667,0,1,0,0,0,0,1,4,2,3,2,0,0,14,14,35,2,0.666666667,0.049086297,0.164805906,2.65271987,1600000US4549075,"Myrtle Beach city, South Carolina",4937,356900,45,515,0,4309,68,230,348,350,515,631,688,869,1306,90817,1620,1126,1093,903,883,1065,1313,Myrtle Beach,Myrtle Beach,Horry,33.7094,-78.8844,332181,594.6
4550695,SC,NorthAugusta,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,3,3,1,32,70,2.25,2,1.5,2,0.636363636,0,0,1,0,0,0,1,1,3,3,3,0,1,31.5,28,32,1.5,0.636363636,-0.188861824,-0.358812026,1.526865346,1600000US4550695,"North Augusta city, South Carolina",5024,210400,117,322,33,4404,148,86,230,152,447,669,985,1224,1231,98803,1324,1241,969,,878,940,1138,North Augusta,North Augusta,Aiken,33.5214,-81.9547,24425,442.9
4558030,SC,PortRoyal,Town,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,3,3,1,20,20,2,2,2.5,2.5,0.375,0,0,0,0,1,0,0,3,3,3,5,0,1,28,28,20,2.5,0.375,-1.140654307,0.688423838,1.105509942,1600000US4558030,"Port Royal town, South Carolina",1113,311000,0,20,23,1070,0,39,31,0,173,286,103,230,251,79583,1746,2145,1476,,1338,1583,1432,Port Royal,Port Royal,Beaufort,32.3557,-80.7029,14573,331.7
